Type	ID	Name	Description	Target	MoA
cp	BRD-K11663430	pyroxamide	HDAC inhibitor	HDAC1	HDAC inhibitor
cp	BRD-K80970344	pyrrolidine-dithiocarbamate	NFkB pathway inhibitor	HSD11B1, RELA	NFkB pathway inhibitor
cp	BRD-M86331534	pyrvinium-pamoate	AKT inhibitor	AR	AKT inhibitor
cp	BRD-K95885906	quercetagetin	PIM inhibitor	PIM1	PIM inhibitor
cp	BRD-K97399794	quercetin	Polar auxin transport inhibitor	PIK3CG, AKR1B1, ATP5A1, ATP5B, ATP5C1, CYP2C8, EGFR, GAA, HCK, HIBCH, MAOA, PIM1, PTPN1, SCN5A, SIRT1, STK17B, UGT3A1, XDH	Polar auxin transport inhibitor
cp	BRD-K68867920	quetiapine	Dopamine receptor antagonist	DRD2, HTR1A, HTR2A, DRD1, HRH1, HTR1D, HTR1E, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD3, DRD4, DRD5, HTR1B, HTR1F, HTR2C, HTR3A, HTR6, HTR7, SLC6A2	Dopamine receptor antagonist, Serotonin receptor antagonist
cp	BRD-K72222507	quinapril	ACE inhibitor	ACE	ACE inhibitor
cp	BRD-A59303141	quinethazone	Thiazide diuretic	CA1, CA2, SLC12A1, SLC12A2, SLC12A3	Thiazide diuretic
cp	BRD-A64479082	quinidine	Sodium channel blocker	SCN5A, ABCB1, CYP2D6, KCNA5, KCNA7, KCNH1, KCNH2, KCNH5, KCNK1, KCNK6, SLC29A4	Sodium channel blocker
cp	BRD-U94846492	quinine	Hemozoin biocrystallization inhibitor	KCNN4, ABCB1, CYP2D6, GP9, KCNB2, SLC29A4	Hemozoin biocrystallization inhibitor
cp	BRD-K73391359	quinisocaine	Local anesthetic		Local anesthetic
cp	BRD-K66792149	quinoclamine	Algicide		Algicide
cp	BRD-A85280935	quinpirole	Dopamine receptor agonist	DRD2, DRD3, DRD4, DRD1, HTR1A, HTR2A, HTR2B, HTR2C	Dopamine receptor agonist
cp	BRD-K26548821	quinpirole	Dopamine receptor agonist	DRD2, DRD3, DRD4, DRD1, HTR1A, HTR2A, HTR2B, HTR2C	Dopamine receptor agonist
cp	BRD-K62056274	quipazine	Serotonin receptor agonist	HTR2A, HTR3A, HTR3B, HTR1A, HTR1D, HTR2B, HTR2C, HTR6, SLC6A4	Serotonin receptor agonist
cp	BRD-K77925998	quipazine	Serotonin receptor agonist	HTR2A, HTR3A, HTR3B, HTR1A, HTR1D, HTR2B, HTR2C, HTR6, SLC6A4	Serotonin receptor agonist
cp	BRD-K93918653	quizartinib	FLT3 inhibitor	FLT3, CSF1R, KIT, RET, PDGFRA, PDGFRB	FLT3 inhibitor
cp	BRD-K13544237	r(-)-propylnorapomorphine	Dopamine receptor agonist	DRD2, DRD1, DRD3	Dopamine receptor agonist, TRPA1 modulator
cp	BRD-A39390670	rabeprazole	ATPase inhibitor	ATP4A, CYP2C19	ATPase inhibitor, Gastrin inhibitor
cp	BRD-A08187463	racecadotril	Enkephalinase inhibitor	MME	Enkephalinase inhibitor
cp	BRD-A54236247	racephedrine	Adrenergic receptor agonist		Adrenergic receptor agonist
cp	BRD-K04111260	raclopride	Dopamine receptor antagonist	DRD2, DRD3, HTR1A	Dopamine receptor antagonist
cp	BRD-K33551950	radicicol	HSP inhibitor	ACLY, DLAT, HSP90AB1, HSP90B1, MAP3K7, OPRM1, PDK3	HSP inhibitor
cp	BRD-K63828191	raloxifene	Estrogen receptor antagonist	ESR1, ESR2, ACVRL1, ENG	Estrogen receptor antagonist, Selective estrogen receptor modulator (SERM)
cp	BRD-K05658747	raltegravir	HIV integrase inhibitor		HIV integrase inhibitor
cp	BRD-K89839824	raltitrexed	Thymidylate synthase inhibitor	TYMS, FPGS	Thymidylate synthase inhibitor
cp	BRD-K89348303	ramipril	ACE inhibitor	ACE	ACE inhibitor
cp	BRD-K70505054	ranitidine	Histamine receptor antagonist	HRH2, SLC22A2	Histamine receptor antagonist
cp	BRD-A97674275	ranolazine	Sodium channel blocker	SCN9A, SCN10A, SCN5A, SLC22A2	Sodium channel blocker
cp	BRD-K07265709	razoxane	Chelating agent	TOP2A, TOP2B	Chelating agent, Topoisomerase inhibitor
cp	BRD-A43974499	reboxetine	Adrenergic receptor antagonist	SLC6A2	Adrenergic receptor antagonist
cp	BRD-A56245458	reichstein	Androgen receptor antagonist	AR	Androgen receptor antagonist
cp	BRD-K96720755	relcovaptan	Vasopressin receptor antagonist	AVPR1A, AVPR1B, AVPR2, OXTR	Vasopressin receptor antagonist
cp	BRD-A36074203	remacemide	Glutamate receptor antagonist	GRIN1	Glutamate receptor antagonist
cp	BRD-K54094468	remoxipride	Dopamine receptor antagonist	DRD2, DRD3, DRD4, HTR2A, SIGMAR1	Dopamine receptor antagonist
cp	BRD-K82846253	repaglinide	Insulin secretagogue	ABCC8, CYP2C8, CYP3A5, INS, KCNJ11, PPARG	Insulin secretagogue
cp	BRD-K52930707	rescinnamine	ACE inhibitor	ACE	ACE inhibitor
cp	BRD-K32755366	reserpic-acid	Norepinephrine transporter inhibitor		Norepinephrine transporter inhibitor
cp	BRD-K95921201	reserpine	Vesicular monoamine transporter inhibitor	SLC18A2, SLC18A1	Vesicular monoamine transporter inhibitor
cp	BRD-A83431637	resmethrin	Cytochrome P450 inhibitor		Cytochrome P450 inhibitor
cp	BRD-K85603128	resorcinol	Phosphodiesterase inhibitor	CA12, CA14, CA2, PTGS1	Phosphodiesterase inhibitor
cp	BRD-K80738081	resveratrol	Cytochrome P450 inhibitor	PTGS1, PTGS2, SIRT1, APOA1, BACE1, CSNK2A1, MAOA, NQO2, SCN5A, TXNRD1, TXNRD2, XDH	Cytochrome P450 inhibitor, SIRT activator
cp	BRD-K13927029	retinol	Retinoid receptor ligand	ALDH1A1, ALDH1A2, ALDH1A3, DHRS3, DHRS4, LRAT, NR2C2, RBP1, RBP3, RDH11, RDH12, RDH13, RDH14, RDH5, RDH8, RETSAT, RHO, RLBP1, RXRA, RXRB, RXRG	Retinoid receptor ligand
cp	BRD-K65331431	retinyl	vitamin analog		vitamin analog
cp	BRD-K42142750	retrorsine	Antimitotic		Antimitotic, Cytotoxic agent, Mutagenic
cp	BRD-K77286328	reversine	Aurora kinase inhibitor	AURKB, ADORA3, AURKA, INCENP, MAP2K1	Aurora kinase inhibitor
cp	BRD-K37206356	rhamnetin	HDAC inhibitor	ALOX5, MAPK8	HDAC inhibitor
cp	BRD-K10098805	rhapontin	Apoptosis stimulant		Apoptosis stimulant
cp	BRD-K13725475	rhodomyrtoxin	Cytotoxic agent		Cytotoxic agent, DNA intercalator
cp	BRD-A08003242	rhodomyrtoxin-b	sodium fluorescein uptake inhibitor		sodium fluorescein uptake inhibitor
cp	BRD-A96255180	ribavirin	Antiviral	IMPDH1, ADK, ENPP1, IMPDH2, NT5C2	Antiviral
cp	BRD-K92760278	riboflavin	Vitamin B		Vitamin B
cp	BRD-K82561139	ricinine	Casein kinase inhibitor		Casein kinase inhibitor
cp	BRD-K30563334	rifabutin	Protein synthesis inhibitor	CYP3A4, HSP90AA1, HSP90B1	Protein synthesis inhibitor
cp	BRD-A83892713	rifampicin	RNA polymerase inhibitor	NR1I2, ABCB1, CYP2B6, CYP2C19, CYP2C8, CYP3A4, CYP3A5, SLCO1A2, SLCO1B1, SLCO1B3	RNA polymerase inhibitor
cp	BRD-K28346421	rifapentine	RNA polymerase inhibitor	CYP2C8, CYP3A4	RNA polymerase inhibitor
cp	BRD-K89708791	rifaximin	RNA synthesis inhibitor	NR1I2, CYP3A4	RNA synthesis inhibitor
cp	BRD-K01638814	rilmenidine	Adrenergic receptor agonist	NISCH	Adrenergic receptor agonist, Imidazoline receptor agonist
cp	BRD-K52080565	rilmenidine	Imidazoline receptor agonist	NISCH	Imidazoline receptor agonist
cp	BRD-K21283037	riluzole	Glutamate inhibitor	KCND3, KCNK10, KCNK2, KCNK4, KCNN4, SCN5A, SLC7A11	Glutamate inhibitor
cp	BRD-A75479906	rimantadine	Antiviral		Antiviral, RNA synthesis inhibitor
cp	BRD-K70490179	rimcazole	Sigma receptor antagonist	SIGMAR1	Sigma receptor antagonist
cp	BRD-K31627533	rimexolone	Glucocorticoid receptor agonist	NR3C1, SERPINA6	Glucocorticoid receptor agonist
cp	BRD-K53857191	risperidone	Dopamine receptor antagonist	DRD2, HTR2A, ADRA1A, ADRA1B, DRD3, HRH1, HTR1A, HTR1D, HTR2C, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CYP3A5, DRD1, DRD4, HTR1B, HTR1E, HTR1F, HTR6, HTR7	Dopamine receptor antagonist, Serotonin receptor antagonist
cp	BRD-K40887525	ritanserin	Serotonin receptor antagonist	HTR2A, HTR2C, HTR2B, ADRA1A, ADRA1B, ADRA1D, HTR1A, HTR1B, HTR1D, HTR5A, HTR6, HTR7	Serotonin receptor antagonist
cp	BRD-A59174698	ritodrine	Adrenergic receptor agonist	ADRB2	Adrenergic receptor agonist
cp	BRD-K51485625	ritonavir	HIV protease inhibitor	CYP3A4, CYP1A2, CYP2B6, CYP2C19, CYP3A5, CYP3A7	HIV protease inhibitor
cp	BRD-K37130656	rivaroxaban	Coagulation inhibitor	F10, CYP2J2, CYP3A5	Coagulation inhibitor
cp	BRD-K75699339	rizatriptan	Serotonin receptor agonist	HTR1D, HTR1B, HTR1F, HTR1A, HTR1E	Serotonin receptor agonist
cp	BRD-K54411430	robustic-acid	cAMP inhibitor		cAMP inhibitor
cp	BRD-K21733600	rofecoxib	Cyclooxygenase inhibitor	PTGS2, CYP3A4, ELN	Cyclooxygenase inhibitor
cp	BRD-A34255068	rolipram	Phosphodiesterase inhibitor	PDE4A, PDE4B, PDE4D, PDE4C, PDE5A	Phosphodiesterase inhibitor, Interleukin receptor antagonist
cp	BRD-A27489425	rolitetracycline	Bacterial 30S ribosomal subunit inhibitor		Bacterial 30S ribosomal subunit inhibitor
cp	BRD-K15933101	ropinirole	Dopamine receptor agonist	DRD2, DRD3, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C	Dopamine receptor agonist
cp	BRD-K50938786	ropivacaine	Sodium channel blocker	SCN10A, SCN9A	Sodium channel blocker
cp	BRD-K03384561	roquinimex	Angiogenesis inhibitor		Angiogenesis inhibitor, TNF production inhibitor
cp	BRD-K07691486	roscovitine	CDK inhibitor	CDK2, CDK9, CDK7, CDK1, CDK5	CDK inhibitor
cp	BRD-A97437073	rosiglitazone	Insulin sensitizer	PPARG, ACSL4, CYP2C8, FFAR1, INS, TRPC5, TRPM3	Insulin sensitizer, PPAR receptor agonist
cp	BRD-K20313525	rosmarinic-acid	GABA transaminase inhibitor	MCL1, TYR	GABA transaminase inhibitor
cp	BRD-K82941592	rosuvastatin	HMGCR inhibitor	HMGCR	HMGCR inhibitor
cp	BRD-K34330170	rotenonic-acid	Retinoid receptor antagonist		Retinoid receptor antagonist
cp	BRD-K03816923	rottlerin	MAP kinase inhibitor	KCNH2, PRKCD, TGM2	MAP kinase inhibitor, Protein kinase inhibitor
cp	BRD-K81855038	roxatidine	Histamine receptor antagonist	HRH2	Histamine receptor antagonist
cp	BRD-K88560311	rucaparib	PARP inhibitor	PARP1, PARP2	PARP inhibitor
cp	BRD-K62374253	rufloxacin	Bacterial DNA gyrase inhibitor		Bacterial DNA gyrase inhibitor
cp	BRD-K20482099	rutin	Antioxidant	AKR1C3, AKR1B1, F10	Antioxidant, Capillary stabilizing agent, Nitric oxide scavenger
cp	BRD-K53972329	ruxolitinib	JAK inhibitor	JAK1, JAK2, TYK2, JAK3	JAK inhibitor
cp	BRD-K69556541	ryanodine	Calcium channel blocker	RYR1, RYR2, RYR3	Calcium channel blocker
cp	BRD-K06426971	ryuvidine	Histone lysine methyltransferase inhibitor	CDK4, CDK2	Histone lysine methyltransferase inhibitor
cp	BRD-A24122750	saclofen	GABA receptor antagonist	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8	GABA receptor antagonist
cp	BRD-K84639753	safinamide	Dopamine uptake inhibitor	MAOB, SLC6A3	Dopamine uptake inhibitor, Glutamate inhibitor, Monoamine oxidase inhibitor
cp	BRD-A88254928	salbutamol	Adrenergic receptor agonist	ADRB2, ADRB1	Adrenergic receptor agonist
cp	BRD-K64614248	salicin	Anti-inflammatory		Anti-inflammatory
cp	BRD-A01320529	salmeterol	Adrenergic receptor agonist	ADRB2	Adrenergic receptor agonist
cp	BRD-K99595596	salsolinol	Monoamine oxidase inhibitor	DRD2	Monoamine oxidase inhibitor, Tyrosine hydroxylase inhibitor
cp	BRD-A77299732	salubrinal	Eukaryotic translation initiation factor inhibitor	EIF2S1, SLC6A9	Eukaryotic translation initiation factor inhibitor
cp	BRD-K19284129	salvinorin-a	Opioid receptor agonist	OPRK1, OPRD1, OPRM1	Opioid receptor agonist
cp	BRD-K03557653	sappanone-a	Tyrosinase inhibitor		Tyrosinase inhibitor, Melanin inhibitor
cp	BRD-K09963420	saquinavir	HIV protease inhibitor	CYP3A4, CYP3A5	HIV protease inhibitor
cp	BRD-K19540840	saracatinib	SRC inhibitor	SRC, ABL1, LCK, YES1	SRC inhibitor
cp	BRD-A89434049	sarmentogenin	ATPase inhibitor	ATP1A1	ATPase inhibitor
cp	BRD-K81847782	scandenin	Plant compound with antimicrobial activity		Plant compound with antimicrobial activity
cp	BRD-A62035778	scopolamine	Acetylcholine receptor antagonist	CHRM2, CHRM1, CHRM3, CHRM4, CHRM5, SI	Acetylcholine receptor antagonist
cp	BRD-A49906757	scopolamine	Acetylcholine receptor antagonist	CHRM2, CHRM1, CHRM3, CHRM4, CHRM5, SI	Acetylcholine receptor antagonist
cp	BRD-A92161634	scopoline	Acetylcholine receptor antagonist		Acetylcholine receptor antagonist
cp	BRD-K62609077	scoulerine	Adrenergic receptor antagonist	ADRA1D, ADRA2A, GABRA1	Adrenergic receptor antagonist, GABA receptor antagonist, Serotonin receptor antagonist
cp	BRD-K22503835	scriptaid	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor
cp	BRD-A70083328	secnidazole	Acetylcholinesterase inhibitor		Acetylcholinesterase inhibitor, Microtubule inhibitor, Antiprotozoal
cp	BRD-K91733562	secoisolariciresinol	Antioxidant		Antioxidant
cp	BRD-A25775766	securinine	GABA receptor antagonist	GABRA1	GABA receptor antagonist, TP53 activator
cp	BRD-A58564983	selamectin	Nematocide		Nematocide
cp	BRD-K86434416	selegiline	Monoamine oxidase inhibitor	MAOB, MAOA, CYP2B6, CYP2C19	Monoamine oxidase inhibitor
cp	BRD-K07212038	selinidin	Mast cell stabilizer		Mast cell stabilizer
cp	BRD-K57080016	selumetinib	MEK inhibitor	MAP2K1, MAP2K2	MEK inhibitor
cp	BRD-K63504947	semaxanib	VEGFR inhibitor	KDR, FLT1, KIT, PDGFRB, FGFR1, FLT3, MET, PDGFRA, RET	VEGFR inhibitor
cp	BRD-K38449220	seneciphylline	Cytochrome P450 inhibitor		Cytochrome P450 inhibitor
cp	BRD-K60219430	serdemetan	MDM inhibitor	MDM2	MDM inhibitor
cp	BRD-A95939040	sertaconazole	Sterol demethylase inhibitor		Sterol demethylase inhibitor
cp	BRD-K82036761	sertraline	Serotonin receptor antagonist	SLC6A4, CYP2C19, SLC6A3	Serotonin receptor antagonist
cp	BRD-A23359898	sibutramine	Serotonin reuptake inhibitor	SLC6A2, SLC6A4, SLC6A3, CYP2B6, CYP2C19, CYP3A5	Serotonin reuptake inhibitor
cp	BRD-A62071884	siguazodan	Phosphodiesterase inhibitor	PDE3A	Phosphodiesterase inhibitor
cp	BRD-K50128260	sildenafil	Phosphodiesterase inhibitor	PDE5A, PDE6G, PDE6H, SLCO1B1, SLCO1B3	Phosphodiesterase inhibitor
cp	BRD-A81772229	simvastatin	HMGCR inhibitor	HMGCR, CYP2C8, CYP3A4, CYP3A5, ITGB2	HMGCR inhibitor
cp	BRD-K84996949	sinensetin	Cyclooxygenase inhibitor		Cyclooxygenase inhibitor
cp	BRD-K89626439	sirolimus	MTOR inhibitor	MTOR, FKBP1A, CCR5, FGF2	MTOR inhibitor
cp	BRD-K19416115	sitagliptin	Dipeptidyl peptidase inhibitor	DPP4, CYP2C8, FASLG, HMGCR, SLC22A8	Dipeptidyl peptidase inhibitor
cp	BRD-K73824630	skatole	Thrombin inhibitor	F2	Thrombin inhibitor
cp	BRD-K25741894	skimmianine	Acetylcholinesterase inhibitor		Acetylcholinesterase inhibitor, Furoquinoline alkaloid
cp	BRD-K70881766	solanine	Acetylcholinesterase inhibitor		Acetylcholinesterase inhibitor
cp	BRD-A54596827	solifenacin	Acetylcholine receptor antagonist	CHRM3, CHRM1, CHRM2, CHRM4, CHRM5	Acetylcholine receptor antagonist
cp	BRD-K14681867	somatostatin	Somatostatin receptor agonist	SSTR1, SSTR2, SSTR3, SSTR4, SSTR5, GH1, GHR, OPRD1, OPRM1	Somatostatin receptor agonist
cp	BRD-K49810818	sorafenib	FLT3 inhibitor	RET, BRAF, FLT3, KDR, RAF1, FLT1, FLT4, KIT, DDR2, FGFR1, PDGFRB, CYP2B6, CYP2C8, CYP3A5, PDGFB, SLCO1B3	FLT3 inhibitor, KIT inhibitor, PDGFR receptor inhibitor, RAF inhibitor, VEGFR inhibitor, RET tyrosine kinase inhibitor
cp	BRD-A33168282	sotalol	Adrenergic receptor antagonist	ADRB1, ADRB2, KCNH2	Adrenergic receptor antagonist
cp	BRD-K11905747	spectinomycin	Bacterial 30S ribosomal subunit inhibitor		Bacterial 30S ribosomal subunit inhibitor
cp	BRD-K62959606	sphingosine	Ceramidase inhibitor	GLTP, PVR, TRPM3	Ceramidase inhibitor
cp	BRD-K55468218	spiperone	Dopamine receptor antagonist	ADRA1A, DRD2, DRD3, DRD4, HTR1A, HTR2A, HTR7, ADRA1B, ADRA1D, DRD1, DRD5, HTR1D, HTR2B, HTR2C, HTR6	Dopamine receptor antagonist
cp	BRD-K94512704	spiramide	Dopamine receptor antagonist	DRD2, HTR1A, HTR2A, HTR2B, HTR2C	Dopamine receptor antagonist, Serotonin receptor antagonist
cp	BRD-K90027355	spironolactone	Mineralocorticoid receptor antagonist	NR3C2, AR, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CYP11B2, KCNA5, KCND3, NR3C1, PGR, SCNN1A, SHBG	Mineralocorticoid receptor antagonist
cp	BRD-A72483914	spiroxatrine	Serotonin receptor antagonist	HTR1A, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, HTR2B	Serotonin receptor antagonist
cp	BRD-K27710560	splitomycin	SIRT inhibitor	SIRT1, SIRT2	SIRT inhibitor
cp	BRD-K17953061	staurosporine	PKC inhibitor	CDK2, GSK3B, CAMK2B, CDK1, CDK5, CHEK1, CHRM1, CHRM2, CHRM4, CSK, DAPK1, GPR35, IKBKB, ITK, LCK, LRRK2, MAP2K4, MAP2K6, MAPKAPK2, PAK2, PDPK1, PHKG2, PIK3CG, PIM1, PKN1, PRKACB, PRKCI, PRKCQ, RPS6KA1, STK3, SYK, TNIK, ZAP70	PKC inhibitor
cp	BRD-K93880783	stavudine	DNA directed DNA polymerase inhibitor		DNA directed DNA polymerase inhibitor, Reverse transcriptase inhibitor
cp	BRD-A72441487	stiripentol	GABA uptake inhibitor	ABAT, SCN1A, SCN3A	GABA uptake inhibitor
cp	BRD-A25576662	streptozotocin	DNA alkylating agent	SLC2A2	DNA alkylating agent
cp	BRD-K84595254	strophanthidin	ATPase inhibitor	ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B1, ATP1B2, ATP1B3, ATP1B4, FXYD2	ATPase inhibitor
cp	BRD-A09094913	strychnine	Acetylcholine receptor antagonist	GLRA1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA10, CHRNA9, GLRA2, GLRA3, GLRB	Acetylcholine receptor antagonist
cp	BRD-A70649075	sulconazole	Sterol demethylase inhibitor		Sterol demethylase inhibitor
cp	BRD-K21520694	sulfacetamide	PABA antagonist		PABA antagonist
cp	BRD-K50859149	sulfafurazole	Bacterial antifolate		Bacterial antifolate
cp	BRD-K10670311	sulfasalazine	Antirheumatic	PTGS1, PTGS2, ACAT1, ALOX5, CHUK, IKBKB, PLA2G1B, PPARG, SLC46A1, SLC7A11, TBXAS1	Antirheumatic, NFkB pathway inhibitor
cp	BRD-A36217750	sulfinpyrazone	Uricosuric blocker	ABCC1, ABCC2, FPR1, SLC22A12	Uricosuric blocker
cp	BRD-A58955223	sulforaphane	Antineoplastic	NFE2L2	Antineoplastic, Aryl hydrocarbon receptor antagonist
cp	BRD-A13946108	sulindac	Cyclooxygenase inhibitor	AKR1B1, PTGS1, PTGS2, MAPK3, PPARD, PTGDR2	Cyclooxygenase inhibitor
cp	BRD-A41722204	sulmazole	Adenosine receptor antagonist		Adenosine receptor antagonist
cp	BRD-A34205397	suloctidil	Adrenergic receptor antagonist		Adrenergic receptor antagonist
cp	BRD-A10715913	sulpiride	Dopamine receptor antagonist	DRD2, CA7, DRD3, CA1, CA12	Dopamine receptor antagonist
cp	BRD-K51671335	sulpiride	Dopamine receptor antagonist	DRD2, CA7, DRD3, CA1, CA12	Dopamine receptor antagonist
cp	BRD-K50938287	sumatriptan	Serotonin receptor agonist	HTR1D, HTR1B, HTR1A, HTR1F, HTR1E, HTR5A, HTR6, HTR7	Serotonin receptor agonist
cp	BRD-M64432851	sunitinib	FLT3 inhibitor	FLT3, KDR, KIT, FLT4, FLT1, PDGFRA, PDGFRB, RET, CSF1R, FGFR1	FLT3 inhibitor, KIT inhibitor, PDGFR receptor inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor
cp	BRD-K70511574	sunitinib	PLK inhibitor	FLT3, KDR, KIT, FLT4, FLT1, PDGFRA, PDGFRB, RET, CSF1R, FGFR1	PLK inhibitor
cp	BRD-A04327189	synephrine	Adrenergic receptor agonist	ADRA1A	Adrenergic receptor agonist
cp	BRD-K14200658	syrosingopine	Vesicular monoamine transporter inhibitor	SLC18A2, SLC18A1	Vesicular monoamine transporter inhibitor
cp	BRD-K52313696	tacedinaline	HDAC inhibitor	HDAC1	HDAC inhibitor
cp	BRD-K81473089	tacrine	Acetylcholinesterase inhibitor	ACHE, BCHE	Acetylcholinesterase inhibitor, Acetylcholine release stimulant, Butyrylcholinesterase inhibitor, Potassium channel antagonist
cp	BRD-K44094599	tacrolimus	Calcineurin inhibitor	FKBP1A, CYP3A5, CYP3A7	Calcineurin inhibitor
cp	BRD-K93645900	tadalafil	Phosphodiesterase inhibitor	PDE5A, PDE11A	Phosphodiesterase inhibitor
cp	BRD-A10303790	talampicillin	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-K75615183	talipexole	Adrenergic receptor agonist	DRD2, HTR3A	Adrenergic receptor agonist, Dopamine receptor agonist
cp	BRD-A98378129	talniflumate	Cyclooxygenase inhibitor	CLCA1	Cyclooxygenase inhibitor
cp	BRD-K36627727	tamibarotene	Retinoid receptor agonist	RARA, RARB	Retinoid receptor agonist
cp	BRD-K04210847	tamoxifen	Estrogen receptor antagonist	ESR1, ESR2, CYP3A5, EBP, GPER1, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCI, PRKCQ, PRKCZ	Estrogen receptor antagonist, Selective estrogen receptor modulator (SERM)
cp	BRD-K89162000	tandutinib	FLT3 inhibitor	FLT3, KIT, PDGFRA, PDGFRB, CSF1R, PDGFD	FLT3 inhibitor, KIT inhibitor, PDGFR receptor inhibitor
cp	BRD-K25186396	tangeritin	Cell cycle inhibitor		Cell cycle inhibitor
cp	BRD-K22227508	targinine	Nitric oxide synthase inhibitor	NOS2, NOS3	Nitric oxide synthase inhibitor
cp	BRD-K81062487	taurocholic-acid	Bile acid	CEL, FXR, NR1H4, FABP6, SLCO1C1	Bile acid
cp	BRD-K33572481	taurodeoxycholic-acid	Bile acid		Bile acid
cp	BRD-K94649603	taxifolin	Opioid receptor antagonist	APOB, APP, HMGCR	Opioid receptor antagonist
cp	BRD-K34820100	tebuthiuron	Photosynthesis inhibitor		Photosynthesis inhibitor
cp	BRD-A79903587	tegafur	Thymidylate synthase inhibitor	TYMS	Thymidylate synthase inhibitor
cp	BRD-K21806131	tegaserod	Serotonin receptor partial agonist	HTR4, HTR2B, HTR2A, HTR2C	Serotonin receptor partial agonist
cp	BRD-U97083655	teicoplanin	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-K06147391	telenzepine	Acetylcholine receptor antagonist	CHRM1	Acetylcholine receptor antagonist
cp	BRD-K73999723	telmisartan	Angiotensin receptor antagonist	AGTR1, PPARG, CYP2C19, CYP2J2, PPARA	Angiotensin receptor antagonist
cp	BRD-K51805276	temefos	Cholinesterase inhibitor		Cholinesterase inhibitor
cp	BRD-K32107296	temozolomide	DNA alkylating agent	TOP2A	DNA alkylating agent
cp	BRD-A62025033	temsirolimus	MTOR inhibitor	MTOR, PTEN	MTOR inhibitor
cp	BRD-A87479750	tenidap	Cyclooxygenase inhibitor	ALOX5, KCNJ4, PTGS1	Cyclooxygenase inhibitor
cp	BRD-A35588707	teniposide	Topoisomerase inhibitor	TOP2A, CYP3A5	Topoisomerase inhibitor
cp	BRD-K15891719	tenofovir	Reverse transcriptase inhibitor		Reverse transcriptase inhibitor, Cytochrome P450 inhibitor, DNA polymerase inhibitor, HIV integrase inhibitor
cp	BRD-K05977823	tenovins	SIRT inhibitor	SIRT1, SIRT2	SIRT inhibitor, TP53 activator
cp	BRD-A22844106	tenoxicam	Cyclooxygenase inhibitor	PTGS2, PTGS1	Cyclooxygenase inhibitor
cp	BRD-A22256192	terazosin	Adrenergic receptor antagonist	ADRA1D, ADRA1A, ADRA1B, KCNH2, KCNH6, KCNH7	Adrenergic receptor antagonist
cp	BRD-K68132782	terbinafine	Fungal squalene epoxidase inhibitor	CYP2C19, CYP2C8, SQLE	Fungal squalene epoxidase inhibitor
cp	BRD-A50157456	terbutaline	Adrenergic receptor agonist	ADRB2	Adrenergic receptor agonist
cp	BRD-K86204871	terconazole	Sterol demethylase inhibitor		Sterol demethylase inhibitor
cp	BRD-A06352418	terfenadine	Histamine receptor antagonist	HRH1, KCNH2, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, KCNH1	Histamine receptor antagonist
cp	BRD-K05901394	terguride	Dopamine receptor agonist	DRD2, HTR2A, HTR2B, ADRA1A, ADRA2A, ADRA2B, ADRA2C, DRD3, DRD4, HTR1A, HTR1B, HTR1D, HTR2C, PRL	Dopamine receptor agonist, Serotonin receptor antagonist
cp	BRD-A64228451	terreic-acid	BTK inhibitor	BTK	BTK inhibitor
cp	BRD-A55393291	testosterone	Androgen receptor agonist	AR, CYP19A1, CYP2C19, CYP2C8, CYP3A5	Androgen receptor agonist
cp	BRD-A48720949	testosterone	androgen receptor agonist	AR, CYP19A1, CYP2C19, CYP2C8, CYP3A5	androgen receptor agonist
cp	BRD-K95739795	tetrabenazine	Vesicular monoamine transporter inhibitor	SLC18A2, DRD2, SLC18A1	Vesicular monoamine transporter inhibitor
